,title
941, 수성구청.(주)청소하는 마을 해충방역 업무협약 체결
942,[오늘의 날씨]·경북(19일 월)…'난마돌' 영향 최고 150㎜ 비
943,"""·교육청 예산안 홈페이지에 공개하라"""
944, 동구 '2022 막걸리문화축제 IN BULLODONG' 개최
945,의회 공공설관리공단 이사장 인사청문회
946,제2회 CTS권사합창단 수련회
947,GS건설  '대명자이 그랜드티' 10월 분양
948, 인권증진위원회 폐지···민사회단체 반발
949,홍준표 안철수 에서 회동 “당이 빨리 정상화돼야” 한목소리
950, 10味 알릴 K트롯 ‘의 맛’ 음원 출
951,사이버대 '2022 DCU 가을 페스티벌' 개최
952,청년들의 축제 '청년주간' 15일 개막
953, 학업 중단 예방 및 대안교육 지원 조례
954,DGB은행 DGB i 카드 출
955, 1828명 신규 확진…전주 대비 절반 수준
956,대교구 수해 복구 전력
957,·경북 23일 구름 많고 큰 일교차...내륙 아침 안개 주의
958,[심층] ·경북 통합 신공항 민간공항 규모는?
959,정일균 의원 청년 예술인 육성 및 지원 조례안 대표 발의
960,초대 행복진흥사회서비스원장에 정순천 전 의원 내정
961,설공단 사격팀 대통령경호처장기사격대회 금빛 총성
962,K-트롯‘의 맛’ 음원 출...“의 10미 알려요”
963,권 올해 수도 의학계 인기 '여전'…최고 287.6대 1
964,지역 롯데백화점 가을 즌 야외활동 관련 상품군 강화
965,태풍 ‘난마돌’로 전국 75개교 휴교…부산··울산 정전 피해 복구
966,의회 ‘ 기금 폐지 조례안’ 심사 보류
967, 중구 '스트리트모터페스티벌' 행사 열어
968, 음주운전 차량 장 분식점 돌진…7명 부상
969,소방 준비 없는 산행은 위험 산악사고 주의 당부
970, 치안 '안심 홈세트' 지원 확대
971,경북· 주말 대체로 맑고 일교차 커…낮 최고 26도
972,김진열 군위군수 임이자 경북도당위원장 만나 편입 설득 나서
973," 10味 담긴 노래 '의 맛' 발매 ""부산갈매기처럼 사랑받고 싶어"""
974,수성소방서 플로깅 행사 진행
975,사이버대 가을 페스티벌 개최...학생들과 좀 더 가까이!
976,"올리 페카 헤이노넨 IB본부 회장 "" IB교육 바르게 접근하고 있다"""
977,.경북연구원 '2022 ×청년 소셜리빙랩 최종공유회' 개최
978,서울전 3골 강등권 탈출 FC '33R 베스트 팀' 뽑혀
979, 남구 치매극복 건강한마당 개최
980,눈길끄는  와룡장 글로벌 특화장 조성 프로젝트
981,[프로야구 전적] 삼성 5-3 kt
982, 이슬람사원 건축 '중지' 갈등… 대법원 '위법' 판결
983,영남이공대·보건대·계명문화대 [대학소식]
984,[같이경제] ·경북 2차 전지 산업의 현재는?
985, 범죄로부터 안전한 환경 조성 세이프‑홈(Safe‑Home) 지원 사업 확대...
986, 신천을 고품격 수변공원으로 조성
987, 출신 신경옥 작가 경기미술대전 대상 수상
988, 북구 동 순회방문 주민과 대화 성료
989, 철강공장서 40대 근로자 사망…중대재해 조사
990, 제22회 국제식품산업전 개최
991,교육청 직업교육 박람회 특ㆍ마 Festival 개최
992,스튜가 맛있는 서울  부산의 브런치 카페 4
993,부산합동양조 '생탁' 국제식품산업전 참가
994,[소식] 수성문화재단 수성못페스티벌 23~25일 개최
995, 안심 홈세트 지원으로 더 안전하고 촘촘한 치안 만든다.
996,약사회 제2차 연수교육 및 마약류 취급자 교육
997, 신천 '고품격 수변공원' 만든다…여름 물놀이장 겨울 스케이트장
998,가톨릭대 우동기 총장 퇴임 미사 갖고 임기 마무리해
999,고향 에서 코리안투어 첫 승 노리는 조민규
1000," ""유명무실한 위원회 없앤다"""
1001,고향 에서 코리안투어 첫 승 노리는 조민규
1002, 고교 운동부 선배가 후배 성추행·폭행
1003,서 만취 40대 운전 차량 상가 돌진...7명 다쳐
1004,공업대학교 전문기술인재에 장학금 수여
1005, 일제강점기 윤복진(1907~1991) 유족 소장 자료 대량 기증 받아
1006, 액티브니어박람회 내달 22일 개최
1007,‧경북 각 2천명대 신규 확진…사망자 7명 늘어(종합)
1008,지방국세청 친절 및 적극행정 우수직원 포상
1009,대법 “ 북구청 이슬람 사원 공사 중지는 위법”
1010,"""·경북 통합 신공항 인천공항의 2/3 규모로"""
1011, 군부대 이전 급물살 관·군 협의체 구성 예정
1012,뒷말 무성하던  '그리팅맨' 후폭풍 여전…공공조형물 건립 현주소는?
1013, 수성구 SW 핵심인재 양성 과정 최종 발표회
1014,·경북 흐리고 곳곳 소나기…낮 25~30도
1015,동부경찰서 제10기 민경찰학교 개교
1016, 만 70세 이상 어르신 이르면 2023년 6월부터 버스 무료
1017,‘당권’ 도전한 안철수 TK 방문해 “경북이 정권 창출에 가장 헌신한 곳...
1018,LH 경북지역본부 경북대 산학협력단과 경북민 디지털 역량 발전 협약
1019," 달서구민들 ""청 신청사 터 일부 매각 계획 철회하라"""
1020,'아동문학 거목' 윤복진 선생 유가족 에 유품 기증
1021,국제 바칼로레아본부 회장단  방문…IB 현장 살핀다
1022,[B tv 뉴스]'신천에서 수영대회 가능하도록' 수변공원화 5천900억 투입
1023,‘ 군부대 통합 이전’ 칠곡·군위·상주·영천 유치전 본격화
1024, 국제식품산업전 엑스코 서관에서 개최
1025,부산합동양조 생탁 '국제식품산업전' 참가
1026,한국가스공사 와 연고지 협약 체결
1027,교대-베트남 타이응우옌교육대 교류 강화방안 모색
1028,"박진만 감독 대행 ""이재현의 홈런으로 KT전 연패 탈출 뜻깊은 승리"" [오!쎈 ..."
1029,'거액의 외환 이상 거래' 4명 일당 등 지법서 첫 재판
1030,공대 전문기술인재장학금 장학증서 수여식
1031,-한국가스공사 프로농구단 연고지 협약
1032,태풍 '난마돌'  오전 11·포항 낮 12 최근접
1033, 수성구·포항 남구 '조정대상지역' 해제…부동산 장 '훈풍' 기대
1034,민단체 에 생활임금 행 요구
1035,의회 행감 민제보 접수
1036,이정선 광주교육감 남도 의병 순국현장 감옥 참배
1037,지역 문화예술의 장 열린다…2022 예술제 개최
1038,[B tv 뉴스]-일본 하늘길 열린다…이르면 다음 달 말 재개
1039," ""통합신공항 완공 후 민간 활주로 추가 건설 추진"""
1040," ""통합신공항 완공 후 민간 활주로 추가 건설 추진"""
1041, 신천 고품격 수변공원으로 ‘업그레이드’…5890억 투입
1042,여당 중진 서 청년 대상 특강 잇따라…28일 윤상현·내달 26일 김상훈
1043, 광주 청년들 광주청년주간 함께 빛낸다
1044,경북·선관위 전국동조합장선거 기부 행위 단속 돌입
1045,가톨릭대 ‘2022 DCU  리크루트 투어’ 개최
1046, 10미(味) 알릴 K트롯 가요 '의 맛'음원 출
1047,"박진만 감독 대행 ""BS 오승환 구종 선택이 아쉽다"" [오!쎈 ]"
1048,광역철도에 신공항 겹호재 품었다...교통 요지 선점한 ‘ 두류 스타힐스’...
1049, 남구서 음주운전 차량 분식점 돌진…7명 부상
1050,‘민과 함께 쓸 공간’ 팔아 새청사 짓겠다는 
1051, 달서구 빌라 화재…1명 부상
1052,10미(味) 알릴 K트롯 가요 ‘의 맛’ 음원 출
1053, 수성구 취약계층 아동 위해 해충 방역 방역업체와 업무협약
1054, 2022 ABB 전략포럼 개최
1055,보건대 보건행정학과 대학 축제서 절주캠페인 펼쳐
1056, 신천 고품격 수변공원화 사업 추진…2030년까지 5890억 투입
1057,-광주 청년 달빛교류 다 작
1058, 수성ㆍ포항 남구 조정대상지역 해제
1059, 서구 '삼면화 유물의 정원' 24일 개최
1060,[안동]경북연구원 분리 본격화‥상생 기조 철회?
1061,[동정] 홍준표 장
1062, 신천을 고품격 수변공원으로 조성
1063,국세청 태풍피해 지원 위한 포항 현장 방문
1064,[분양이슈] GS건설  ‘대명자이 그랜드티’ 10월 공급
1065," 동구청 이색 통화연결음 제작…""청렴 홍보"""
1066,·경북 기온 ‘뚝’…한낮 20~24도 [오늘날씨]
1067,'주요 정' 의회 곳곳에서 제동 걸려
1068, 은행 열매 조기 채취…쾌적한 거리 조성
1069,과학대 '한별스터디그룹' 프로그램 운영
1070, 달서구 25일 제16회 달서 하프마라톤 대회 개최
1071,"[미니인터뷰] 강은희 교육감 ""더 넓고 두터운 지원"""
1072,교육청 피드백 중심 학생평가 컨설팅
1073,성큼 다가온 자율주행대…는 어떻게 준비하고 있나?
1074, 달서구 빌라 화재 부상자 발생
1075, 10미(味) 알릴 K-트로트 가요 ‘의 맛’ 음원 출
1076, 위기 대응능력 배양을 위한 '지하철 안전교육'
1077,홍준표 장 가창댐·공산댐 찾아…태풍 대응 강조
1078,[동정] 류한국 서구청장
1079,[동정] 조재구 남구청장
1080,[동정] 조재구 남구청장
1081,"폐지 기로에 선 숙의민주주의 '민원탁회의'…경실련 ""존치해야"""
1082,"경실련 ""서구·남구 지방소멸 대응 기금 투자계획서 공개해야"""
1083,교육청 학교주변 유해업소 점검·단속
1084,[기상청 경북날씨] 고기압 가장자리에 들며 구름 가득... 낮 최고기온 23...
1085,22일부터 4일간 엑스코서 국제식품산업전
1086,R] 군 부대 이전 '청신호'
1087,진짜웨딩박람회 10월 1~2일 개최…예비신혼부부 위한 풍성한 혜택
1088, 출신 조민규 “남은 것은 단 하나 바로 우승”
1089,GS건설  ‘대명자이 그랜드티’ 10월 분양
1090, 동구 2022 막걸리문화축제 열어
1091,"홍준표 장 ""한국가스공사 프로농구단 환영"""
1092,일제강점기  문화예술인 활동 조명...아동문학가 윤복진 유족 자료 기증
1093, 신천 하천점용허가 로 일원화… 테라스 있는 정원조성
1094, 2955명 코로나19 확진…사망자는 4명
1095, 지역 콘텐츠 기업‧구직자 간 소통의 장 열려
1096,삼성 김영웅 선수단에 데뷔 첫 홈런 피자 턱 냈다 [오!쎈 ]
1097,의회 제9대 의원 조례‧개정안 대표 발의 등 분발
1098,칠곡군 민간단체  지역 군부대 유치 나서
1099,[날씨] ·경북 가끔 구름 많음…낮 최고 23~25도
1100,[날씨] ·경북 가끔 구름 많음…낮 최고 23~25도
1101,문화예술진흥원 원장 재공모…이번엔 원장 찾을 수 있을까
1102,티웨이항공 외국인 대상 ' K-POP 콘서트' 티켓 제공 홍보
1103, 수성구청 황금 다함께어울림센터(가칭) 설계공모 당선작 발표
1104, 서구문화회관 The 3column展 '삼면화 유물의 정원' 전
1105,DGB은행 ‘즐겨 쓰는 5개 영역 할인’ DGB i 카드 출
1106,오보에 거장을 만난다…프랑수아 를뢰 30일  공연
1107, 942명 신규 확진…70일 만에 세자릿 수로 하락
1108, 대학생 학자금대출 부담을 덜어 준다
1109,1차 지명 출신 신인은 다르네! 이재현 끝내기 홈런으로 KT전 악연 끊었다 [오...
1110, 942명 신규 확진…70일 만에 세자릿 수로 하락
1111,보건대 재학생 청소년 발명 아이디어 경진대회서 대상 수상
1112,청년정책네트워크 광주청년주간 참가
1113,가톨릭대서 '2022 DCU  리크루트 투어'..25개 기관·기업체 참가
1114,행복진흥원 초대 원장에 정순천 전 의원 내정
1115, ‘학교 밖 청소년 진로박람회’ 첫 개최
1116, 2132명 신규 확진…전주 대비 절반 이하 수준
1117,이만규 의회 의장 ·도의회 3급 직위 신설 건의
1118,국제 바칼로레아 본부 회장단 16일  방문
1119,"홍준표 장 ""한국가스공사 프로농구단 환영"""
1120,밤사이 ·경북서 화재 잇따라
1121,·경북 구름 많음…낮 25~28도
1122,[동정] 강은희 교육감
1123," ×청년 소셜리빙랩 공유회...""청년들의 직접 대안 지원한다"""
1124, 수출초보기업 맞춤형 지원 추진
1125,"[브랜드평판] ""대한민국 도 2022년 9월 빅데이터 분석결과... 1위 부산 ..."
1126,세무사회 포항 태풍 피해복구 성금 기탁
1127,KCA한국소비자평가 '2022 KCIA 한국소비자산업평가 외식업'  지역 평가 ...
1128,"홍준표 장 ""한국가스공사 프로농구단 환영"""
1129,보건대 예비 언어재활사 선서식 개최
1130,의료케어 프로젝트 개발위해 국가혁신융복합단지 리더스 포럼 성대근 대...
1131,"환경단체 ""화원 유원지 등 녹조 독성물질 공기 중 확산"""
1132, 지역 롯데백화점 가을 즌 야외 활동 관련 상품군 강화
1133,'2022 제8회 세계안무축제 pre국제현대무용축제' 25일~29일 아양아트센터...
1134,프로농구 한국가스공사 와 연고 협약 쳬결
1135, 31년 만에 경북연구원 분리 후 자체 설립
1136,보강병원 대한적십자사 경북혈액원과 '사랑의 헌혈봉사'
1137,에서 제1회 ‘학교 밖 청소년 진로박람회’ 개최
1138,제9대 의회 행동하는 정책의회로 거듭
1139, 이슬람사원 신축 공방 건축주 최종 승소…북구청 '갈등 중재' 숙제 남아
1140,2022 ×청년 소셜리빙랩 최종공유회 개최
1141,·상의 베트남 B2C 홍보 행사 성황
1142, “대경연 분리 자체 연구원 추진”
1143, ABB 전략 포럼 개최...지역 디지털 혁신 이끌 기업 육성에 초점
1144,홍준표 장 태풍 ‘난마돌’ 대응 가창댐·공산댐 점검 나서
1145,의회 홍준표 장 주요 정책에 대해 줄줄이 제동
1146,‘마피 9000만원’까지 등장...조정지역 해제에도 찬바람 부는  아파트 ...
1147,신규 확진  1828명·경북 1752명
1148,이정선 광주교육감 '달빛역사동맹' 감옥 참배
1149,[]  신천 수질 개선·고품격 수변공원 조성
1150,이정선 광주교육감 '달빛역사동맹' 감옥 참배
1151,[]  신천 수질 개선·고품격 수변공원 조성
1152, 코로나19 신규 확진 천 명대 아래로
1153, 신천 하천 수변공원으로 변화 추진
1154, 인허가 주택 10가구 중 2가구 착·준공 안돼
1155,"""이만규  의장 ·도의회 '3급 직위' 신설 건의"""
1156,행복진흥원 원장에 정순천 전 의원 내정
1157, 가을 축제로 물든다…관광·문화 등 다양한 볼거리 풍성
1158,경북 태풍 난마돌 영향권 밖으로…경북 동해안 높은 파도 등 주의
1159,홍준표-안철수 청 환담
1160," 동구 주민들 ""경북대병원 등 상급종합병원 유치"" 촉구"
1161,교통공사 '대한민국 안전大전환' 기간 맞아 취약설 집중안전점검
1162, 프로농구단 다 품었다… 한국가스공사와 19일 협약
1163,한국가스공사- 19일 연고 협약 체결식 갖는다
1164,경실련 원탁회의 조례 폐지 추진하는  비판
1165,·경북 맑고 선선…한낮 21~25도 [오늘날씨]
1166,영진전문대-행복한미래재단 교육협력 맞손
1167,보건대 안경광학과 국내를 넘어 세계로 '주목'
1168,24~25일  남산동 자동차부속골목 '스트리트 모터페스티벌' 개최
1169, 상수도사업본부 20일부터 수계 정상화한다
1170, 상수도사업본부 20일부터 수계 정상화한다
1171,부동산원-경찰청 범죄 피해자 지원 협약
1172, 달서구청 초등 4-5년 '이야기가 있는 코딩' 프로그램 참여자 모집
1173,의회 제295회 정례회 15일 개회…73개 안건 심의
1174,가톨릭대 2023학년도 수모집 경쟁률 평균 5.5대 1
1175,홍준표-안철수 청 환담
1176,주거명가 ‘서희건설’  서구 상륙! ‘ 두류 스타힐스’ 공급 예정
1177, 대학생 학자금대출 부담경감 사업 내달 31일까지 접수
1178,"[] ""를 세계적 수변 도로""...금호강 르네상스 추진"
1179, 침산동 '엠브로스퀘어' 상가 신축 예정
1180, 침산동 '엠브로스퀘어' 상가 신축 예정
1181,민안전테마파크 전국 소방 최초'안전 MBTI'제공
1182, 서구문화회관 마토콘서트 '비상' 연다
1183,홍준표-안철수 청 환담
1184,[포토]김광진 광주 문화경제부장 ‘2022 국제식품대전’ 개막식...
1185,"""꿈 향해 비상하라""… 20~21일 '학교 밖 청소년 진로박람회'"
1186,의회 제2기 정책연구위원회 발족
1187,"""훈련도 실전처럼"" 공군기지서 무인기 테러 훈련"
1188,"지법 ""인권침해 장애인복지설 폐쇄 명령 적법"""
1189,신규 아파트 공급 ' 두류 스타힐스' 분양 소식 전해
1190,"지법 ""인권침해 장애인복지설 폐쇄 명령 적법"""
1191,신규 아파트 공급 ' 두류 스타힐스' 분양 소식 전해
1192,동산병원 한유진 교수 대한비만학회 우수포스터상 수상
1193,교통공사 ‘2022년 대한민국 안전大전환’기간 맞아 취약설 집중안전점...
1194,제19회  국제오페라 축제 58일간 펼쳐져
1195, 동부署 '제10기 민경찰학교' 입교식
1196,'꿈드림' 지원 받은  학교 밖 청소년 98%가 올해 검정고 합격
1197,[포토] 프로농구단 연고지 협약식 단체사진 찍는 홍준표 장
1198, 북구 행복북구 사진 공모전 개최
1199,[날씨] ·경북 10도 이상 큰 일교차…출근길 안개 주의
1200, 북구 행복북구 사진 공모전 개최
1201,아동 급식지원 카드 내년부터 배달앱으로 이용… 사업 착수
1202,경일대 청년창업사관학교 청년주간 특별행사 개최
1203,"[미래교육 IB포럼] ""대한민국 교육의 미래를 보고 싶다면 교육을 보라"""
1204,소방 영남권역 119특수구조단 등 통합대응훈련 실
1205,.창조혁신센터 '2022 청년 귀환 채널구축 사업 설명회' 개최
1206,TBN교통방송 콘서트 ‘를 부르다’ 선봬
1207,"의회 인사청문회 개최…김기혁 ""연차 촉진제 검토""·문기봉 ""기관 통합..."
1208, 학교 밖 청소년 2022년 검정고 97.8% 합격
1209, 서구청 민관 합동 고독사 예방 캠페인 전개
1210,세계로 뻗어 나가는 창조경제혁신센터 ‘C-Lab’ 스타트업들
1211,"""골목상권 활성화 홍보콘텐츠 공모 합니다"""
1212,교육청 전국체육대회 대비 학교 및 강화훈련장 순방
1213, 북구2022 금호강바람소리길축제
1214, '청년 귀환 채널구축 사업 수도권 사업설명회' 성료
1215,경북통합신공항 제2활주로 포함 추진
1216, 상수도사업본부 저수율 회복으로 수계 정상화
1217," ""대학생 학자금대출 부담 덜어드립니다"""
1218,형무소 순국 애국열사 206인을 위한 추모공연
1219,[포토뉴스] 국제식품산업전 웃음짓게하는 탁주
1220,[포토뉴스] 국제식품산업전 웃음짓게하는 탁주
1221,"경찰 '윤석열 곤룡포' 포스터 내사…작가 "" 부착"" 예고"
1222,·경북서 멀어진 난마돌…초속 20~30m 강풍에 피해도
1223,환경청 낙동강 칠곡보·강정고령보 조류경보 '관심' 재발령
1224,경북연구원 노조 “분리?해산 법적 근거 미비”
1225, 행복진흥원 초대 원장...정순천 전 의원 내정
1226,은행 즐겨 쓰는 5개 영역 할인…‘DGB i 카드’ 출
1227, 청년귀환 채널구축사업 수도권 설명회…2천여명 방문
1228, 중부소방서 현대백화점 점과 업무협약 체결
1229,경북능금농협 2022 ·경북 귀농귀촌 박람회 참가
1230,교통공사 취약설 집중안전점검 실
1231,부동산 조정지역 해제 어디 '수성구 등  부산 천안 등 41곳' 세종은?
1232,농협 '힌남노' 외국인농가 피해복구에 구슬땀
1233,[포토뉴스] 제19회 국제오페라축제 개막
1234, 제15회 치매극복의 날 기념식 개최
1235,정부 '모빌리티 혁신 로드맵' 발표…' UAM 특화도' 탄력 받나
1236, 아파트 경매장도 하락세
1237, 배달앱(로) 통해 결식아동 급식지원
1238,의회 홍준표 장 ‘채무 제로’ 제동
1239,김진열 군수 “군위 편입 기 늦출 수 없어”
1240,도개발공사 신입사원 9명 공채
1241,우동기 가톨릭대 총장 퇴임…교학부총장이 직무대행
1242,남부교육지원청 '토닥토닥 힐링 챌린지' 운영
1243,교통공사 '안전대전환'기간 취약설 집중 안전점검
1244, 공공개방자원 통합플랫폼 '공유누리' 서비스 활성화 추진
1245,행복한  만들기 '한마음 한뜻'
1246,이만규 의회 의장 ·도의회 '3급 직위'신설 건의
1247, 무료 인플루엔자 예방접종 실
1248,[GOAL 현장리뷰] '역습 축구' FC 홈에서 서울에 3-0 대승
1249, 수성구 태풍 피해 포항에 온정의 손길
1250, 중구 를 빛낸 예술가와 함께하는 가을여행 개최
1251,창단 1년만에…가스공사 농구단- 연고지 협약
1252,DGB은행 '즐겨 쓰는 5개 영역 할인' DGB i 카드 출
1253, 남구 고미술과 인사하기 신천둔치에서 개최
1254,서 고교 운동부 성추행 등 학교폭력 신고… 경찰 수사
1255,조성진·런던 심포니 서 협연…내달 11일 '월드오케스트라' 오프닝
1256,사이버대 2022 DCU 가을 페스티벌 개최
1257,산림치유원·한의대 치유산업 발전 위한 업무협약
1258,"""민선 8기는 벌금형 전과자를 선호하나""  민단체 질타"
1259,국세청 올해의 적극행정 우수직원 11명 상
1260,소방 산악사고 예방 설 점검·안전지도 비치
1261,동구청 민안전테마파크 현장체험교육
1262,국세청 올해의 적극행정 우수직원 11명 상
1263,DGB금융그룹오픈 앞둔 ‘ 사나이’ 조민규 “이제 남은 것은 단 하나”
1264, 달서구 자동차 검사장 화재…인명피해 없어
1265,R]'군위  편입안' 행안위 소위 상정 불발
1266,"이동욱 의회 교육위원장 ""지역별 교육격차 해소하겠다"""
1267, 의 미래 ABB 산업 발전 방향 논의
1268,장수초 인권사무소에서 찾아가는 인권 교육 실
1269,한의대-지노인전문병원 의료분야 공동발전 위한 상호협력협약 체결
1270,[포토뉴스] 홍준표 장 고산정수장 수돗물 생산공급 현장점검
1271,공업대 '전문기술인재장학금 장학증서' 수여
1272,청에서 만난 홍준표·안철수
1273,GS건설  남구 '대명자이 그랜드티' 내달 분양
1274,코나아이 개인택운송조합과 택 앱미터기 공급 계약
1275,경북서 각 2천명대 신규 확진… 2명 경북 5명 사망
1276,[오늘의 날씨]·경북(18일일)…가끔 비에 강풍 해상은 풍랑
1277, 달서구 빌라서 오전 화재…20대 여성 화상 입고 병원 이송
1278, K트롯으로 10미(味) 알린다
1279,[동정] 류한국  서구청장
1280, 달서구 빌라서 오전 화재…20대 여성 화상 입고 병원 이송
1281, K트롯으로 10미(味) 알린다
1282,[동정] 류한국  서구청장
1283,한국가스공사- 이전 1년 만에 연고 협약 체결한다 [오피셜]
1284,청에서 만난 홍준표·안철수
1285, 군부대 이전…상주 영천 등도 유치 나서
1286,역세권 복합단지의 지역 랜드마크화..  두류역 랜드마크로 떠오를 두류역...
1287,치과용 의료기기 업체 메가젠임플란드  성서산단에 2공장 설립
1288,[포토] 프로농구단 연고지 협약 체결식에서 인사말하는 홍준표 장
1289," 찾은 IB본부 회장 일행 ""IB교육 통해 언어 장벽 낮출 수 있어"""
1290," 찾은 IB본부 회장 일행 ""IB교육 통해 언어 장벽 낮출 수 있어"""
1291,-한국가스공사 프로농구단 연고지 협약체결
1292, 제11호 태풍 '힌남노'로 저수율 만수위… 가뭄 해소
1293, 자치경찰위원회 '세이프-홈' 지원사업 확대
1294,[동정] 윤석준 동구청장
1295,[프로축구 전적]  3-0 서울
1296, 중구 문화재 야행 공모 7년째 선정돼
1297, 달서구 달서 반려동물 문화교실 운영
1298,내 빌라 3층서 불…1명 부상·8명 긴급 대피
1299,도개발공사 신입사원 9명 공개채용
1300, 달서구 달서 반려동물 문화교실 운영
1301,의회 기획행정위 '정특별고문·한기구 신설' 보류
1302,대교구 성경식물원 ‘바이블가든’
1303,"윤권근 의원 "" 신청사 건립기금 폐지 번복 등 오락가락"""
1304,홍준표 장 “를 글로벌 내륙수변도로 만든다”
1305, 이슬람사원 결국 다 짓는다…지역주민 피해 외면 논란
1306,‘자폐 청소년 그림’ 섬유박물관과 저작권 사용료 계약…디자인 상품 개...
1307,김진열 군수 국회 찾아 ' 편입 약속' 촉구
1308,한·중앙아아 수교 30주년 기념음악회 내달 4일 서 개최
1309,교육청 학교관리자 대상 성인지감수성 향상 교육 실
1310,교육청 학교관리자 대상 성인지감수성 향상 교육 실
1311, “경북 통합신공항은 인천공항 3분의 2 규모로”
1312,전국건설기계 08W지회 달서구 취약계층에 라면 기부
1313,한의대 동의한방촌사업단 한방웰니스 직무체험 연수
1314, 가스공사와 1년만에 프로농구단 연고지 협약
1315,서 출산 직후 신생아 방치해 숨지게 한 20대 여성 구속
1316,-한국가스공사 프로농구단 연고지 협약
1317,글로벌 식품안전 트렌드 한눈에…'제22회 국제식품산업전' 22일 개최
1318,의회 ‘ 한 기구 신설’ 심사 유보
1319, 2021명 신규 확진…2주 전보다 2251명 감소
1320,경북연구원 31년만에 분리... 경북 제안 전격 수용
1321, 수출 18개월째 '신바람'…중국 도 봉쇄 완화로 실적 견인
1322,[분양 정보] GS건설  '대명자이 그랜드티' 10월 분양 예정
1323, 신천 고품격 수변공원으로 탈바꿈
1324, 북구 洞 순회방문 주민과의 대화 성황리 종료
1325,TBC) 공공기관 통폐합 기관장 첫 인사청문회
1326, '경상감영' 내년부터 복원…국비 74억 투입
1327,"하병문 의원 ""통합신공항 건설 관련 홍준표 장이 정치적 해법 찾아야..."
1328,교육청 전국도교육감협의회 총회
1329,방글라데 교육 공무원들이 를 찾은 이유는
1330,방글라데 교육 공무원들이 를 찾은 이유는
1331, 대동병원 인천참사랑병원과 업무 협약
1332,디지털혁신진흥원 9대 원장에 김유현 전 원장 내정...26일 취임
1333, 2022년 하반기 대학생 인턴 모집
1334,강북경찰서 올바른 공유 킥보드 타기 캠페인
1335,청도군 '제1회 경북 귀농귀촌박람회' 참가
1336,국제 바칼로레아(IB) 본부 회장단 16일  방문
1337," ""통합신공항 2035년 민간전용 제2활주로 추가 건설"""
1338, 운문댐 등 저수율 회복으로 수계 정상화
1339,[포토뉴스] 이창용 한국은행총재  방문
1340,보건대-경남도립거창대 '원격교육 지원' 협약
1341,"""IB교육 발전 방향 모색""…국제 바칼로레아본부 회장단  방문"
1342,군위군 편입 법안 상정 불발
1343,국제식품산업전 22일 개막...식품 트렌드 한 자리에 모인다
1344,힘내라  청년!
1345, 로컬푸드 활성화 물꼬 튼다
1346,전국건설기계 08W지회 적십자사에 라면 150박스 기부
1347,DGB은행 중구민 과 함께 동행 도락’나눔 행사
1348,"엔플라잉 부산· 공연 취소 ""공연기획사 일방적 사유"""
1349, 2022 제8회 청년주간 개최
1350,"엔플라잉 부산· 공연 취소 ""공연기획사 일방적 사유"""
1351,[속보] 24일 0 기준  1592 경북 1648 전국 2만9353명 코로나19 추...
1352, 2022 제8회 청년주간 개최
1353,한의대 장애학생 대학생활 체험 프로그램 2년 연속 선정
1354, 대신학원 전국 첫 부제 사목실습파견 실
1355,"경북연구원 31년 만에 분리…경북도 제안에  ""OK"""
1356,대한민국 도 2022년 9월 브랜드평판...부산 서울  順
1357,병든 낙타 방치해 죽게 만든  한 동물원 운영자 징역형의 집유 선고(종합...
1358,DGB은행 'DGB i 카드'
1359, '코로나19' 확진자 1436명...사망 8명
1360, '코로나19' 확진자 1436명...사망 8명
1361,경북 자동차부품기업 산업전환 방향성 찾는다
1362,활주로 2곳 간당 50회 이착륙 2030년 개항 신공항 청사진
1363,'를 빛낸 예술가와 함께하는 가을여행' 공연
1364,경북에서 각 1천명대 신규 확진…전국 3만3천9명
1365,문경 삼성라이온즈파크서 '문경사과축제 홍보의 날' 행사 개최
1366,티웨이 외국인 대상 ' K-POP 콘서트' 티켓 제공하며 홍보
1367,나무 쓰러지고 간판 떨어지고…서도 태풍 피해
1368,'수성못 토지 사용료' 갈등 농어촌공사-·수성구 갈등 '심화'
1369,[매일춘추]  동산 청라언덕
1370,'수성못 토지 사용료' 갈등 농어촌공사-·수성구 갈등 '심화'
1371,[매일춘추]  동산 청라언덕
1372,보건대-경남도립거창대학 대학원격교육지원 활성화 위해 '맞손'
1373,·경북 낮 최고 19~23도···구름 많고 선선한 날씨
1374,정홍수내과의원 적십자사 ‘희망을 전하는 나눔병원’ 가입
1375,[태풍 '난마돌'] ·경북 영향 점차 벗어나···동해안 여전히 강풍 주의
1376,홍준표 장 가창·공산댐 태풍대비 체계 점검 나서
1377,·경북 코로나 19 확진 지난주보다 절반 이상 줄어
1378,국제오페라축제 23일 '투란도트'로 화려한 개막
1379,한의대 평생교육원 건강 상담 전문가 양성프로그램
1380,"R]""31년 경북연구원 분리 반대"" 노조 반발"
1381,[동정] 윤석준 동구청장
1382,"""혼날만했다"" 맏형 이근호부터 막내 황재원까지 FC '각성모드'"
1383,“출향 청년 로 돌아오세요”…생애 주기별 청년 지원나선 
1384,웨딩박람회 10월 1일~2일 엑스코인터불고호텔에서 진행
1385,약사회 2022년도 제2차 회원연수교육 및 마약류 취급자 교육
1386,도개발공사 신입사원 9명 공개채용 실
1387,교육청 직업교육박람회 ‘특ㆍ마 Festival’ 열어
